Brand,url,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors
Xiaomi,https://www.gsmarena.com/xiaomi_black_shark_2-9639.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, March",205.0,163.6,75.0,205.0,8.8,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_7-9498.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA, LTE-A","2019, March 18",180.0,158.7,75.6,180.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_7_pro-9521.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","2019, February 28",186.0,159.2,75.2,186.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_mix_3_5g-9602.php,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",78 NSA/Sub6,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)","2019, February",225.0,157.9,74.7,225.0,9.4,"Fingerprint (rear-mounted), accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_9_explorer-9584.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, February",173.0,157.5,74.7,173.0,7.6,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_9_se-9583.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA, LTE-A","2019, February 20",155.0,147.5,70.5,155.0,7.5,"Fingerprint (under display, optical), accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_9-9507.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 20, 28, 38, 39, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, February 20",173.0,157.5,74.7,173.0,7.6,"Fingerprint (under display, optical), accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_go-9534.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, January",137.0,140.4,70.1,137.0,8.4,"Accelerometer, proximity"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_7-9513.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","2019, January 10",186.0,159.2,75.2,186.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_play-9499.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA, LTE","2018, December",150.0,147.8,71.9,150.0,7.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_black_shark_helo-9382.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, October",190.0,160.0,75.2,190.0,8.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_mix_3-9378.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66 - Global",,,,"HSPA, LTE","2018, October",218.0,157.9,74.7,218.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_6_pro-9333.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40",,,,"HSPA, LTE-A","2018, September",182.0,157.9,76.4,182.0,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_8_pro-9336.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, September",177.0,154.9,74.8,177.0,7.6,"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_8_lite-9329.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, September",169.0,156.4,75.8,169.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_pocophone_f1-9293.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, August 22",182.0,155.5,75.3,182.0,8.8,"Infrared Face ID, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_a2_(mi_6x)-9140.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2018, July 24",166.0,158.7,75.4,166.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_a2_lite_(redmi_6_pro)-9247.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July",178.0,149.3,71.7,178.0,8.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_max_3-8963.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,"HSPA, LTE","2018, July",221.0,176.2,87.4,221.0,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_pad_4_plus-9295.php,LTE, ,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,No,No,LTE-A (3CA) Cat12 600/150 Mbps,"2018, August",485.0,245.6,149.1,485.0,8.0,"Accelerometer, gyro, proximity, compass (LTE model only)"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_pad_4-9249.php,LTE, ,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,No,No,LTE-A (3CA) Cat12 600/150 Mbps,"2018, June",342.0,200.2,120.3,342.0,7.9,"Accelerometer, gyro, proximity, compass (LTE model only)"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_6-9237.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA, LTE","2018, June",146.0,147.5,71.5,146.0,8.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_6a-9217.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2018, June",145.0,147.5,71.5,145.0,8.3,"Accelerometer, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_8_explorer-9218.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May",177.0,154.9,74.8,177.0,7.6,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_8-9065.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May",175.0,154.9,74.8,175.0,7.6,"Infrared Face ID, fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_8_se-9219.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, May",164.0,147.3,73.1,164.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_s2_(redmi_y2)-9185.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, May",170.0,160.7,77.3,170.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_mix_2s-9067.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/100 Mbps","2018, March",191.0,150.9,74.9,191.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_5_ai_dual_camera-9120.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China",,,,"HSPA, LTE","2018, March",181.0,158.6,75.4,181.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_5_pro-8893.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 40, 41",,,,"HSPA, LTE","2018, February 14",181.0,158.6,75.4,181.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_black_shark-9164.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 12, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, April",190.0,161.6,75.4,190.0,9.3,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_5_plus_(redmi_note_5)-8959.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, February",180.0,158.5,75.5,180.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_5-8768.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA, LTE","2017, December",157.0,151.8,72.8,157.0,7.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_5a-8898.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA, LTE","2017, November",137.0,140.4,70.1,137.0,8.4,"Accelerometer, proximity"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_y1_(note_5a)-8753.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40",,,,"HSPA, LTE","2017, November",153.0,153.0,76.2,153.0,7.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_y1_lite-8818.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40",,,,"HSPA, LTE","2017, November",150.0,153.0,76.2,150.0,7.6,"Accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_note_3-8707.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September",163.0,152.6,74.0,163.0,7.6,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_mix_2-8529.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 34, 38, 39, 40, 41",,,,"HSPA, LTE","2017, September",185.0,151.8,75.5,185.0,7.7,"Fingerprint (rear-mounted), accelerometer, gyro, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_a1_(mi_5x)-8776.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September",165.0,155.4,75.8,165.0,7.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_max_2-8582.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, May",211.0,174.1,88.7,211.0,7.6,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_4_(4x)-8608.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/100 Mbps","2017, May",150.0,139.2,70.0,150.0,8.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_6-8507.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","2017, April",168.0,145.2,70.5,168.0,7.5,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_pad_3-8477.php,No cellular connectivity, N/A,,,,No,No,,"2017, April. Released 2017, April",328.0,200.4,132.6,328.0,7.0,"Accelerometer, gyro, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_5c-8439.php,GSM / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2, TD-SCDMA,"38, 39, 40, 41",,Yes,Yes,"HSPA, LTE","2017, February. Released 2017, March",135.0,144.4,69.7,135.0,7.1,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_4x-8580.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 38, 39, 40, 41 - Snapdragon model",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, February",165.0,151.0,76.0,165.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_4-8531.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, January",165.0,151.0,76.0,165.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_4a-8420.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 20, 38, 40",,,,"HSPA, LTE","2016, November. Released 2016, November",131.0,139.9,70.4,131.0,8.5,"Accelerometer, gyro, proximity"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_4_(china)-8419.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA, LTE","2016, November. Released 2016, November",156.0,141.3,69.6,156.0,8.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_4_prime-8263.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, November. Released 2016, November",156.0,141.3,69.6,156.0,8.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_mix-8400.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, October. Released 2016, November",209.0,158.8,81.9,209.0,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_note_2-8014.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, October. Released 2016, November",166.0,156.2,77.3,166.0,7.6,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_5s_plus-8350.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 38, 39, 40, 41",,,,"HSPA, LTE","2016, September. Released 2016, October",168.0,154.6,77.7,168.0,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_mi_5s-7260.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat12 600/150 Mbps","2016, September. Released 2016, October",145.0,145.6,70.3,145.0,8.3,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_note_4_(mediatek)-8291.php,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA, LTE","2016, August. Released 2016, August",175.0,151.0,76.0,175.0,8.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_pro-8233.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,,,"HSPA, LTE","2016, July. Released 2016, August",174.0,151.5,76.2,174.0,8.2,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_3x-8212.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA, LTE, EV-DO Rev.A 3.1 Mbps","2016, June. Released 2016, July",144.0,139.3,69.6,144.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_3s_prime-8250.php,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 - India,"3, 5, 40 - India",,,,"HSPA, LTE","2016, August. Released 2016, August",144.0,139.3,69.6,144.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Xiaomi,https://www.gsmarena.com/xiaomi_redmi_3s-8150.php,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"3, 5, 40 - India",,,,"HSPA, LTE","2016, June. Released 2016, June",144.0,139.3,69.6,144.0,8.5,"Accelerometer, gyro, proximity, compass"
